date,campaign_id,campaign_name,objective,channel,region,product_line,creative_type,daily_budget,spend,impressions,clicks,conversions,revenue,ctr,cvr,cpa,roas,cpc
2024-09-18,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2558.23,2578.62,291064,2516,32,2020.04,0.008644,0.012719,80.58,0.7834,1.0249
2024-09-19,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2558.23,1960.45,395207,2480,37,2970.71,0.006275,0.014919,52.99,1.5153,0.7905
2024-09-20,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2558.23,2127.13,463625,3126,30,1744.11,0.006743,0.009597,70.9,0.8199,0.6805
2024-09-21,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2762.89,2451.46,286881,1106,15,1040.31,0.003855,0.013562,163.43,0.4244,2.2165
2024-09-22,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2762.89,2490.23,316765,1991,29,2493.94,0.006285,0.014566,85.87,1.0015,1.2507
2024-09-23,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2558.23,2391.37,337367,2266,18,1234.99,0.006717,0.007944,132.85,0.5164,1.0553
2024-09-24,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2558.23,1874.94,231167,1997,19,1310.16,0.008639,0.009514,98.68,0.6988,0.9389
2024-09-25,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2558.23,2350.99,511407,6307,78,6132.02,0.012333,0.012367,30.14,2.6083,0.3728
2024-09-26,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2558.23,2251.57,260026,1644,15,855.55,0.006322,0.009124,150.1,0.38,1.3696
2024-09-27,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2558.23,2424.43,248796,760,11,647.65,0.003055,0.014474,220.4,0.2671,3.19
2024-09-28,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2762.89,2656.34,379115,1852,13,943.71,0.004885,0.007019,204.33,0.3553,1.4343
2024-09-29,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2762.89,2455.33,357644,2820,40,2507.57,0.007885,0.014184,61.38,1.0213,0.8707
2024-09-30,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,2558.23,2205.69,333852,1830,19,1331.51,0.005481,0.010383,116.09,0.6037,1.2053
2024-10-01,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2715.92,318153,1327,19,1590.55,0.004171,0.014318,142.94,0.5856,2.0467
2024-10-02,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2569.75,234123,928,12,878.94,0.003964,0.012931,214.15,0.342,2.7691
2024-10-03,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2796.08,292033,2372,36,2582.27,0.008122,0.015177,77.67,0.9235,1.1788
2024-10-04,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2280.19,205982,1804,11,932.21,0.008758,0.006098,207.29,0.4088,1.264
2024-10-05,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3315.47,2460.57,225251,1335,21,1514.25,0.005927,0.01573,117.17,0.6154,1.8431
2024-10-06,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3315.47,3209.14,600600,4012,74,4277.86,0.00668,0.018445,43.37,1.333,0.7999
2024-10-07,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,3273.27,354272,2181,45,3315.31,0.006156,0.020633,72.74,1.0128,1.5008
2024-10-08,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2687.41,247804,1315,16,1237.72,0.005307,0.012167,167.96,0.4606,2.0437
2024-10-09,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2505.26,376754,3645,43,3277.39,0.009675,0.011797,58.26,1.3082,0.6873
2024-10-10,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2862.41,324746,1670,20,1140.78,0.005142,0.011976,143.12,0.3985,1.714
2024-10-11,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2576.89,497440,3448,24,1420.19,0.006931,0.006961,107.37,0.5511,0.7474
2024-10-12,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3315.47,2798.19,285415,1181,21,1524.27,0.004138,0.017782,133.25,0.5447,2.3693
2024-10-13,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3315.47,2637.59,234020,1550,17,1336.99,0.006623,0.010968,155.15,0.5069,1.7017
2024-10-14,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2771.08,357143,2770,42,2409.86,0.007756,0.015162,65.98,0.8696,1.0004
2024-10-15,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2722.54,423782,3402,15,1245.77,0.008028,0.004409,181.5,0.4576,0.8003
2024-10-16,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2616.61,479220,3114,22,1458.56,0.006498,0.007065,118.94,0.5574,0.8403
2024-10-17,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2505.25,211287,2268,60,3585.86,0.010734,0.026455,41.75,1.4313,1.1046
2024-10-18,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2638.31,233301,1250,12,1026.2,0.005358,0.0096,219.86,0.389,2.1106
2024-10-19,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3315.47,2866.28,253214,696,5,427.1,0.002749,0.007184,573.26,0.149,4.1182
2024-10-20,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3315.47,2434.08,245963,1927,30,1723.63,0.007835,0.015568,81.14,0.7081,1.2631
2024-10-21,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2697.68,506846,4811,37,2335.2,0.009492,0.007691,72.91,0.8656,0.5607
2024-10-22,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2536.95,256817,1747,10,829.95,0.006803,0.005724,253.69,0.3271,1.4522
2024-10-23,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2479.76,241886,1890,0,0.0,0.007814,0.0,,0.0,1.312
2024-10-24,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2741.15,473400,4281,42,2626.43,0.009043,0.009811,65.27,0.9581,0.6403
2024-10-25,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2613.11,246316,1342,15,859.7,0.005448,0.011177,174.21,0.329,1.9472
2024-10-26,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3315.47,2844.37,514444,3883,41,2749.46,0.007548,0.010559,69.37,0.9666,0.7325
2024-10-27,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3315.47,2249.13,302409,2518,19,1459.15,0.008326,0.007546,118.38,0.6488,0.8932
2024-10-28,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2320.0,326004,2884,42,2379.08,0.008847,0.014563,55.24,1.0255,0.8044
2024-10-29,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2303.84,233336,2978,25,2081.14,0.012763,0.008395,92.15,0.9033,0.7736
2024-10-30,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2396.9,460977,5586,46,3018.7,0.012118,0.008235,52.11,1.2594,0.4291
2024-10-31,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3069.88,2674.75,244702,1898,25,1503.7,0.007756,0.013172,106.99,0.5622,1.4092
2024-11-01,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3581.52,2721.27,371056,3380,60,3610.73,0.009109,0.017751,45.35,1.3269,0.8051
2024-11-02,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3868.04,2772.36,349891,1826,17,1430.9,0.005219,0.00931,163.08,0.5161,1.5183
2024-11-03,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3868.04,2797.96,198637,959,11,702.08,0.004828,0.01147,254.36,0.2509,2.9176
2024-11-04,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3581.52,2680.58,257526,900,9,671.99,0.003495,0.01,297.84,0.2507,2.9784
2024-11-05,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3581.52,2733.69,335423,4633,43,3704.7,0.013812,0.009281,63.57,1.3552,0.59
2024-11-06,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3581.52,2473.22,247114,1499,25,2061.04,0.006066,0.016678,98.93,0.8333,1.6499
2024-11-07,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3581.52,2683.73,348058,3148,44,2665.07,0.009044,0.013977,60.99,0.993,0.8525
2024-11-08,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3581.52,2878.36,499087,2710,17,953.82,0.00543,0.006273,169.32,0.3314,1.0621
2024-11-09,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3868.04,2574.15,222112,2785,36,2720.35,0.012539,0.012926,71.5,1.0568,0.9243
2024-11-10,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3868.04,2473.37,241630,2033,36,2385.54,0.008414,0.017708,68.7,0.9645,1.2166
2024-11-11,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3581.52,2253.37,238423,1808,20,1249.45,0.007583,0.011062,112.67,0.5545,1.2463
2024-11-12,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3581.52,2274.87,212144,1708,18,1523.47,0.008051,0.010539,126.38,0.6697,1.3319
2024-11-13,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3581.52,2426.94,240155,1786,28,1974.27,0.007437,0.015677,86.68,0.8135,1.3589
2024-11-14,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3581.52,2124.32,155377,840,12,814.64,0.005406,0.014286,177.03,0.3835,2.529
2024-11-15,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3581.52,2532.9,204508,1773,19,1199.06,0.00867,0.010716,133.31,0.4734,1.4286
2024-11-16,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3868.04,2384.25,176936,645,6,344.38,0.003645,0.009302,397.38,0.1444,3.6965
2024-11-17,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3868.04,2238.54,172198,1801,27,1864.95,0.010459,0.014992,82.91,0.8331,1.2429
2024-11-18,CMP_1095,Sports_brand_awareness_Video_NOR_1095,brand_awareness,Video,Northeast,Sports,Pre-roll 30s,3581.52,2151.56,197528,890,6,416.92,0.004506,0.006742,358.59,0.1938,2.4175
2024-02-11,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,259.69,82.31,20308,18,0,0.0,0.000886,0.0,,0.0,4.5728
2024-02-12,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,240.45,114.35,22567,58,0,0.0,0.00257,0.0,,0.0,1.9716
2024-02-13,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,240.45,102.36,19591,19,0,0.0,0.00097,0.0,,0.0,5.3874
2024-02-14,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,240.45,141.52,88014,319,2,121.64,0.003624,0.00627,70.76,0.8595,0.4436
2024-02-15,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,240.45,129.04,84150,161,1,66.99,0.001913,0.006211,129.04,0.5191,0.8015
2024-02-16,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,240.45,170.77,70386,81,0,0.0,0.001151,0.0,,0.0,2.1083
2024-02-17,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,132.63,47991,83,0,0.0,0.001729,0.0,,0.0,1.598
2024-02-18,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,144.36,36564,74,0,0.0,0.002024,0.0,,0.0,1.9508
2024-02-19,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,136.09,105208,462,5,404.33,0.004391,0.010823,27.22,2.971,0.2946
2024-02-20,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,160.23,54621,127,0,0.0,0.002325,0.0,,0.0,1.2617
2024-02-21,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,137.63,40647,150,1,70.8,0.00369,0.006667,137.63,0.5144,0.9175
2024-02-22,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,169.46,153268,318,2,128.76,0.002075,0.006289,84.73,0.7598,0.5329
2024-02-23,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,149.32,42385,46,0,0.0,0.001085,0.0,,0.0,3.2461
2024-02-24,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,190.18,77509,187,1,54.53,0.002413,0.005348,190.18,0.2867,1.017
2024-02-25,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,144.8,102988,327,3,182.24,0.003175,0.009174,48.27,1.2586,0.4428
2024-02-26,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,135.73,45400,157,0,0.0,0.003458,0.0,,0.0,0.8645
2024-02-27,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,137.11,83343,174,0,0.0,0.002088,0.0,,0.0,0.788
2024-02-28,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,163.22,98264,247,2,123.22,0.002514,0.008097,81.61,0.7549,0.6608
2024-02-29,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,160.45,44016,171,0,0.0,0.003885,0.0,,0.0,0.9383
2024-03-01,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,155.4,52518,53,0,0.0,0.001009,0.0,,0.0,2.9321
2024-03-02,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,178.78,50776,94,0,0.0,0.001851,0.0,,0.0,1.9019
2024-03-03,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,160.66,69374,79,0,0.0,0.001139,0.0,,0.0,2.0337
2024-03-04,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,126.67,40099,146,1,75.05,0.003641,0.006849,126.67,0.5925,0.8676
2024-03-05,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,148.45,99303,132,0,0.0,0.001329,0.0,,0.0,1.1246
2024-03-06,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,120.49,40495,86,0,0.0,0.002124,0.0,,0.0,1.401
2024-03-07,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,134.04,33894,70,0,0.0,0.002065,0.0,,0.0,1.9149
2024-03-08,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,172.37,80249,208,0,0.0,0.002592,0.0,,0.0,0.8287
2024-03-09,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,151.34,37589,135,0,0.0,0.003591,0.0,,0.0,1.121
2024-03-10,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,157.62,50315,139,0,0.0,0.002763,0.0,,0.0,1.134
2024-03-11,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,125.45,77390,199,0,0.0,0.002571,0.0,,0.0,0.6304
2024-03-12,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,166.27,141239,227,0,0.0,0.001607,0.0,,0.0,0.7325
2024-03-13,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,139.07,37826,3,0,0.0,7.9e-05,0.0,,0.0,46.3567
2024-03-14,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,146.29,57162,10,0,0.0,0.000175,0.0,,0.0,14.629
2024-03-15,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,149.2,40862,97,0,0.0,0.002374,0.0,,0.0,1.5381
2024-03-16,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,150.0,39989,56,0,0.0,0.0014,0.0,,0.0,2.6786
2024-03-17,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,169.79,130160,276,2,149.21,0.00212,0.007246,84.89,0.8788,0.6152
2024-03-18,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,155.44,110688,507,1,80.32,0.00458,0.001972,155.44,0.5167,0.3066
2024-03-19,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,144.5,43326,113,1,56.13,0.002608,0.00885,144.5,0.3884,1.2788
2024-03-20,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,148.63,49046,154,1,71.77,0.00314,0.006494,148.63,0.4829,0.9651
2024-03-21,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,135.61,47799,196,1,59.31,0.004101,0.005102,135.61,0.4374,0.6919
2024-03-22,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,169.02,120719,281,0,0.0,0.002328,0.0,,0.0,0.6015
2024-03-23,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,167.12,54241,179,0,0.0,0.0033,0.0,,0.0,0.9336
2024-03-24,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,138.6,69027,33,0,0.0,0.000478,0.0,,0.0,4.2
2024-03-25,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,153.96,103162,58,0,0.0,0.000562,0.0,,0.0,2.6545
2024-03-26,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,146.17,133852,68,0,0.0,0.000508,0.0,,0.0,2.1496
2024-03-27,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,154.84,53475,98,0,0.0,0.001833,0.0,,0.0,1.58
2024-03-28,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,145.26,59250,157,2,130.57,0.00265,0.012739,72.63,0.8989,0.9252
2024-03-29,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,162.77,42155,44,0,0.0,0.001044,0.0,,0.0,3.6993
2024-03-30,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,166.29,93044,287,2,135.94,0.003085,0.006969,83.14,0.8175,0.5794
2024-03-31,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,174.05,63583,220,1,67.76,0.00346,0.004545,174.05,0.3893,0.7911
2024-04-01,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,144.21,95457,158,1,70.62,0.001655,0.006329,144.21,0.4897,0.9127
2024-04-02,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,140.9,113639,257,2,121.92,0.002262,0.007782,70.45,0.8653,0.5482
2024-04-03,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,139.84,37842,57,0,0.0,0.001506,0.0,,0.0,2.4533
2024-04-04,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,108.89,41770,9,0,0.0,0.000215,0.0,,0.0,12.0989
2024-04-05,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,115.19,110553,237,1,72.5,0.002144,0.004219,115.19,0.6294,0.486
2024-04-06,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,117.04,31137,34,0,0.0,0.001092,0.0,,0.0,3.4424
2024-04-07,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,173.12,132.52,103336,250,2,147.31,0.002419,0.008,66.26,1.1116,0.5301
2024-04-08,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,124.75,31655,106,0,0.0,0.003349,0.0,,0.0,1.1769
2024-04-09,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,113.68,103937,34,0,0.0,0.000327,0.0,,0.0,3.3435
2024-04-10,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,114.57,45851,166,0,0.0,0.00362,0.0,,0.0,0.6902
2024-04-11,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,93.74,43575,58,0,0.0,0.001331,0.0,,0.0,1.6162
2024-04-12,CMP_1096,Electronics_brand_awareness_Display_WES_1096,brand_awareness,Display,West,Electronics,Banner 728x90,160.3,84.82,21671,13,0,0.0,0.0006,0.0,,0.0,6.5246
2024-08-28,CMP_1097,HomeGoods_conversion_Video_WES_1097,conversion,Video,West,HomeGoods,Bumper 6s,3427.8,1285.35,188466,1120,10,805.99,0.005943,0.008929,128.53,0.6271,1.1476
2024-08-29,CMP_1097,HomeGoods_conversion_Video_WES_1097,conversion,Video,West,HomeGoods,Bumper 6s,3427.8,1220.46,156740,1527,13,736.79,0.009742,0.008513,93.88,0.6037,0.7993
2024-08-30,CMP_1097,HomeGoods_conversion_Video_WES_1097,conversion,Video,West,HomeGoods,Bumper 6s,3427.8,1609.28,179044,1329,21,1478.03,0.007423,0.015801,76.63,0.9184,1.2109
2024-08-31,CMP_1097,HomeGoods_conversion_Video_WES_1097,conversion,Video,West,HomeGoods,Bumper 6s,3702.02,1557.48,211424,1830,0,0.0,0.008656,0.0,,0.0,0.8511
2024-09-01,CMP_1097,HomeGoods_conversion_Video_WES_1097,conversion,Video,West,HomeGoods,Bumper 6s,3085.02,1775.9,244001,1000,8,630.35,0.004098,0.008,221.99,0.3549,1.7759
2024-09-02,CMP_1097,HomeGoods_conversion_Video_WES_1097,conversion,Video,West,HomeGoods,Bumper 6s,2856.5,1523.04,178696,1761,17,1313.53,0.009855,0.009654,89.59,0.8624,0.8649
2024-09-03,CMP_1097,HomeGoods_conversion_Video_WES_1097,conversion,Video,West,HomeGoods,Bumper 6s,2856.5,1697.73,239982,2097,35,2120.7,0.008738,0.016691,48.51,1.2491,0.8096
2024-09-04,CMP_1097,HomeGoods_conversion_Video_WES_1097,conversion,Video,West,HomeGoods,Bumper 6s,2856.5,2103.53,351326,1708,16,925.51,0.004862,0.009368,131.47,0.44,1.2316
